INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Metropolitan Community College Area,1258600,4,,0.3331,0.1392,,11534.0,7098.0,0.674285714,3554.5,60133.75,2,2,1,0.0,0.0,11.0,6367.0,Associates,Public,Plains,City: Large,City
Mid-Plains Community College,255700,4,,0.3103,0.2422,,2607.0,6743.0,0.708333333,5489.5,47674.87,2,2,1,0.0,0.0,33.0,6020.0,Associates,Public,Plains,Town: Remote,Town
Midland University,255300,4,962.0,0.3916,0.8487,0.6063037249283599,1025.0,5936.0,0.84375,14800,56723.06,1,4,2,0.0,0.0,32.0,23077.0,Graduate,Private non-profit,Plains,Town: Distant,Town
Nebraska Christian College of Hope International University,1297600,4,,0.5455,0.7652,,162.0,5534.0,PrivacySuppressed,12000,55294.1,1,3,2,0.0,0.0,41.0,19112.0,Bachelors,Private non-profit,Plains,Rural: Fringe,Rural
University of Nebraska at Omaha,255400,4,1050.0,0.3269,0.4320000000000001,0.7593621214835999,10694.0,8003.0,0.829110512,12174.5,66043.01,1,4,1,0.0,0.0,11.0,12505.0,Graduate,Public,Plains,City: Large,City
Kaplan University-Omaha Campus,458608,4,,0.7508,0.5886,,487.0,4775.0,0.497562985,12334,55118.47,1,4,3,0.0,0.0,11.0,19218.0,Graduate,Private for-profit,Plains,City: Large,City
Nebraska Indian Community College,2550800,4,,0.6,0.0,,170.0,2784.0,,PrivacySuppressed,34199.84,2,2,1,0.0,0.0,42.0,7710.0,Associates,Public,Plains,Rural: Distant,Rural
University of Nebraska Medical Center,689500,4,,0.2471,0.6435,,639.0,8721.0,0.944350759,15000,57605.1,1,4,1,0.0,0.0,11.0,,Graduate,Public,Plains,City: Large,City
Nebraska Wesleyan University,255500,4,1121.0,0.2729,0.6452,0.78804026050917,1675.0,6458.0,0.875268817,18250,59199.51,1,4,2,0.0,0.0,11.0,21990.0,Graduate,Private non-profit,Plains,City: Large,City
University of Nebraska-Lincoln,256500,4,1145.0,0.2092,0.3988,0.76357466063348,17968.0,10385.0,0.865081724,14500,60976.73,1,4,1,0.0,0.0,11.0,16705.0,Graduate,Public,Plains,City: Large,City
Northeast Community College,1166700,4,,0.2691,0.2539,,4520.0,4478.0,0.825301205,6500,46523.75,2,2,1,0.0,0.0,33.0,7628.0,Associates,Public,Plains,Town: Remote,Town
Peru State College,255900,4,,0.3221,0.4518,,1475.0,7036.0,0.78030303,11078,55329.64,1,4,1,0.0,0.0,42.0,12219.0,Graduate,Public,Plains,Rural: Distant,Rural
College of Saint Mary,254000,4,,0.3805,0.7532,0.6146496815286601,947.0,6156.0,0.750877193,20500,62625.82,1,4,2,1.0,0.0,11.0,17971.0,Graduate,Private non-profit,Plains,City: Large,City
Southeast Community College Area,2508300,4,,0.4184,0.3936,,7396.0,5312.0,0.755977497,4750,53931.71,2,2,1,0.0,0.0,11.0,8271.0,Associates,Public,Plains,City: Large,City
Union College,256300,4,1050.0,0.3622,0.7444,0.56135194709772,788.0,5513.0,0.84057971,16000,60804.76,1,4,2,0.0,0.0,11.0,20182.0,Graduate,Private non-profit,Plains,City: Large,City
Nebraska College of Technical Agriculture,256596,4,1145.0,0.2552,0.276,0.76357466063348,234.0,5888.0,0.865081724,14500,60976.73,2,2,1,0.0,0.0,43.0,11068.0,Associates,Public,Plains,Rural: Remote,Rural
Wayne State College,256600,4,,0.3772,0.6056,,2982.0,7302.0,0.871287129,11417.5,51810.1,1,4,1,0.0,0.0,32.0,11973.0,Graduate,Public,Plains,Town: Distant,Town
Western Nebraska Community College,256000,4,,0.3557,0.2119,,2264.0,9332.0,0.782894737,4500,45958.03,2,2,1,0.0,0.0,33.0,6011.0,Associates,Public,Plains,Town: Remote,Town
York College,256700,4,950.0,0.5274,0.903,0.43739837398373,497.0,5443.0,0.805194805,13750,57118.86,1,4,2,0.0,0.0,33.0,16400.0,Graduate,Private non-profit,Plains,Town: Remote,Town
Academy of Hair Design-Las Vegas,1323200,8,,0.6336,0.6832,,97.0,,0.463087248,9000,70764.57,2,1,3,0.0,0.0,11.0,14163.0,Certificate,Private for-profit,Far West,City: Large,City
Career College of Northern Nevada,2621500,8,,0.7526,0.7732,,241.0,3869.0,0.413793103,9389,61038.23,2,2,3,0.0,0.0,12.0,20907.0,Associates,Private for-profit,Far West,City: Midsize,City
College of Southern Nevada,1036200,8,,0.3437,0.1851,,29905.0,7652.0,0.666666667,5500,65621.76,1,3,1,0.0,0.0,11.0,8492.0,Bachelors,Public,Far West,City: Large,City
The Art Institute of Las Vegas,4051303,8,,0.6659999999999999,0.8529,,154.0,4921.0,0.485496183,13157,68166.7,1,3,3,0.0,0.0,11.0,22532.0,Bachelors,Private for-profit,Far West,City: Large,City
Everest College-Henderson,2237500,8,,0.7247,0.7021,,429.0,4953.0,0.271356784,11309.5,64463.89,2,2,2,0.0,0.0,11.0,20425.0,Associates,Private non-profit,Far West,City: Large,City
University of Nevada-Las Vegas,256900,8,1007.0,0.3614,0.359,0.8841246876233001,17327.0,10192.0,0.699782845,11250,70070.97,1,4,1,0.0,0.0,12.0,10915.0,Graduate,Public,Far West,City: Midsize,City
University of Nevada-Reno,256800,8,1084.0,0.2801,0.3784,0.7851540080352,10134.0,9763.0,0.845083488,11952.5,68050.29,1,4,1,0.0,0.0,12.0,14568.0,Graduate,Public,Far West,City: Midsize,City
Great Basin College,697700,8,,0.2057,0.0842,,2978.0,5695.0,0.763888889,7500,64904.7,1,4,1,0.0,0.0,33.0,7598.0,Graduate,Public,Far West,Town: Remote,Town
Sierra Nevada College,919200,8,1012.0,0.4158,0.7384,0.65703971119133,331.0,5792.0,PrivacySuppressed,15000,71252.07,1,4,2,0.0,0.0,32.0,27562.0,Graduate,Private non-profit,Far West,Town: Distant,Town
Truckee Meadows Community College,2107700,8,,0.2899,0.1035,,9930.0,7234.0,0.682634731,7000,62429.72,2,2,1,0.0,0.0,12.0,8667.0,Associates,Public,Far West,City: Midsize,City
Western Nevada College,1036300,8,,0.4153,0.1627,,5117.0,7360.0,0.705882353,8755,59285.8,1,3,1,0.0,0.0,13.0,8899.0,Bachelors,Public,Far West,City: Small,City
Colby-Sawyer College,257200,1,,0.3251,0.7392,0.90193370165745,845.0,7160.0,PrivacySuppressed,26759,75754.73,1,3,2,0.0,0.0,42.0,24315.0,Bachelors,Private non-profit,New England,Rural: Distant,Rural
Continental Academie of Hair Design-Hudson,1318900,1,,0.5,0.6932,,59.0,,PrivacySuppressed,9075,83077.38,3,1,3,0.0,0.0,22.0,14045.0,Certificate,Private for-profit,New England,Suburb: Midsize,Suburb
Dartmouth College,257300,1,1437.0,0.139,0.2658,0.10971863266200997,4057.0,13483.0,0.943396226,12000,79834.73,1,4,2,0.0,0.0,33.0,29986.0,Graduate,Private non-profit,New England,Town: Remote,Town
Empire Beauty School-Laconia,864500,1,,0.4262,0.5,,71.0,,0.513368984,8150,57680,3,1,3,0.0,0.0,32.0,12896.0,Certificate,Private for-profit,New England,Town: Distant,Town
Empire Beauty School-Somersworth,2179600,1,,0.4371,0.3907,,75.0,,0.49,6333,64822.83,3,1,3,0.0,0.0,23.0,10729.0,Certificate,Private for-profit,New England,Suburb: Small,Suburb
Franklin Pierce University,257500,1,943.0,0.277,0.7653,0.79705882352941,1489.0,5352.0,PrivacySuppressed,14462,72941.72,1,4,2,0.0,0.0,41.0,28468.0,Graduate,Private non-profit,New England,Rural: Fringe,Rural
University of New Hampshire-School of Law,258903,1,1107.0,,,0.7855601233299001,,9283.0,0.929549902,22596,70610.06,1,4,1,0.0,0.0,31.0,,Graduate,Public,New England,Town: Fringe,Town
Keene Beauty Academy,2245400,1,,0.6582,0.7975,,56.0,,0.691176471,9833,56507.75,3,1,3,0.0,0.0,32.0,13551.0,Certificate,Private for-profit,New England,Town: Distant,Town
Northeast Catholic College,2223300,1,,0.4426,0.6066,0.98275862068965,,3333.0,PrivacySuppressed,13000,,1,3,2,0.0,0.0,42.0,11757.0,Bachelors,Private non-profit,New England,Rural: Distant,Rural
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,2174800,1,,0.4312,0.6559999999999999,,78.0,,0.585365854,9500,71853.81,3,1,3,0.0,0.0,12.0,18039.0,Certificate,Private for-profit,New England,City: Midsize,City
New England College,257900,1,,0.5315,0.7914,0.97754160818127,731.0,6476.0,0.784615385,10983,73541.41,1,4,2,0.0,0.0,42.0,30288.0,Graduate,Private non-profit,New England,Rural: Distant,Rural
New England School of Hair Design,2247000,1,,0.4143,0.5143,,19.0,,PrivacySuppressed,9831,53673.34,3,1,3,0.0,0.0,33.0,21551.0,Certificate,Private for-profit,New England,Town: Remote,Town
Southern New Hampshire University,258000,1,,0.44,0.6721,0.91709979209979,3099.0,7763.0,0.817852835,6332,71986.54,1,4,2,0.0,0.0,12.0,35118.0,Graduate,Private non-profit,New England,City: Midsize,City
New Hampshire Institute for Therapeutic Arts,3729300,1,,0.4,0.5667,,,,PrivacySuppressed,8180,61558.45,3,1,3,0.0,0.0,22.0,19281.0,Certificate,Private for-profit,New England,Suburb: Midsize,Suburb
University of New Hampshire-Main Campus,258900,1,1107.0,0.2164,0.6711,0.7855601233299001,5954.0,11083.0,0.929549902,22596,77484.55,1,4,1,0.0,0.0,23.0,24013.0,Graduate,Public,New England,Suburb: Small,Suburb
Keene State College,259000,1,991.0,0.2373,0.7042,0.78762777581952,4297.0,9217.0,0.889970789,21300,75913.18,1,4,1,0.0,0.0,32.0,20371.0,Graduate,Public,New England,Town: Distant,Town
University of New Hampshire at Manchester,258901,1,1107.0,0.2671,0.4903,0.7855601233299001,5945.0,9728.0,0.929549902,22596,77484.55,1,3,1,0.0,0.0,12.0,17102.0,Bachelors,Public,New England,City: Midsize,City
Plymouth State University,259100,1,,0.2694,0.754,0.7357380018110401,3472.0,8290.0,0.890077821,18750,74160.31,1,4,1,0.0,0.0,33.0,21600.0,Graduate,Public,New England,Town: Remote,Town
NHTI-Concord's Community College,258100,1,,0.3641,0.5645,,2809.0,6677.0,0.818325434,8323,66530.25,2,2,1,0.0,0.0,31.0,17171.0,Associates,Public,New England,Town: Fringe,Town
White Mountains Community College,529100,1,,0.4763,0.4812,,1471.0,4609.0,0.718085106,9394,55741.29,2,2,1,0.0,0.0,33.0,13956.0,Associates,Public,New England,Town: Remote,Town
River Valley Community College,756000,1,,0.457,0.5361,,,5973.0,0.70718232,9500,,2,2,1,0.0,0.0,41.0,19707.0,Associates,Public,New England,Rural: Fringe,Rural
Lakes Region Community College,755500,1,,0.4578,0.5849,,,6426.0,0.822857143,9500,,2,2,1,0.0,0.0,32.0,15224.0,Associates,Public,New England,Town: Distant,Town
Manchester Community College,258200,1,,0.3479,0.4802,,4024.0,6238.0,0.797385621,8022,69049.38,2,2,1,0.0,0.0,12.0,14530.0,Associates,Public,New England,City: Midsize,City
Nashua Community College,923600,1,,0.3368,0.4449,,2176.0,6275.0,0.751351351,7000,70285.56,2,2,1,0.0,0.0,13.0,13261.0,Associates,Public,New England,City: Small,City
Great Bay Community College,258300,1,,0.3467,0.4502,,,6228.0,0.871428571,7323,,2,2,1,0.0,0.0,23.0,15734.0,Associates,Public,New England,Suburb: Small,Suburb
Paul Mitchell the School-Portsmouth,2211600,1,,0.3766,0.5065,,21.0,,PrivacySuppressed,9833,70689.68,3,1,3,0.0,0.0,23.0,19242.0,Certificate,Private for-profit,New England,Suburb: Small,Suburb
Rivier University,258600,1,,0.2618,0.6579,0.5732265446224201,1435.0,7371.0,0.834482759,17480.5,78345.46,1,4,2,0.0,0.0,13.0,26871.0,Graduate,Private non-profit,New England,City: Small,City
Saint Anselm College,258700,1,,0.156,0.7414,0.7289506953223699,1985.0,8178.0,0.954939341,27000,81185.61,1,3,2,0.0,0.0,22.0,30640.0,Bachelors,Private non-profit,New England,Suburb: Midsize,Suburb
St Joseph School of Nursing,2140400,1,,0.2917,0.6319,,34.0,7505.0,0.813559322,12750,76384.74,2,2,2,0.0,0.0,13.0,25993.0,Associates,Private non-profit,New England,City: Small,City
Granite State College,3101300,1,,0.4754,0.6499,,2002.0,4963.0,0.767175573,8332,59743.94,1,4,1,0.0,0.0,31.0,13219.0,Graduate,Public,New England,Town: Fringe,Town
Thomas More College of Liberal Arts,3043100,1,,0.5806,0.7419,0.97058823529411,22.0,4705.0,PrivacySuppressed,19919.5,86364.38,1,3,2,0.0,0.0,22.0,16387.0,Bachelors,Private non-profit,New England,Suburb: Midsize,Suburb
Eastwick College-Hackensack,1246200,2,,0.8182,0.8449,0.51785714285714,266.0,4103.0,0.45340751,10423,68270.04,2,2,3,0.0,0.0,21.0,24491.0,Associates,Private for-profit,Mid East,Suburb: Large,Suburb
Atlantic Cape Community College,259600,2,,0.5338,0.1566,,5162.0,6804.0,0.598086124,5500,58046.94,2,2,1,0.0,0.0,41.0,9310.0,Associates,Public,Mid East,Rural: Fringe,Rural
Fortis Institute-Wayne,2132300,2,,0.6792,0.7556,,452.0,,0.42506812,9500,65104.59,3,1,3,0.0,0.0,21.0,19593.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Bergen Community College,473600,2,,0.3413,0.166,,11993.0,7314.0,0.725274725,5500,74212.82,2,2,1,0.0,0.0,21.0,7019.0,Associates,Public,Mid East,Suburb: Large,Suburb
Berkeley College-Woodland Park,750200,2,,0.7133,0.8005,,1994.0,6287.0,0.608034745,9919,71167.56,1,3,3,0.0,0.0,21.0,27692.0,Bachelors,Private for-profit,Mid East,Suburb: Large,Suburb
Beth Medrash Govoha,794700,2,,0.7281,0.0,,1395.0,5504.0,PrivacySuppressed,5500,51105.81,1,4,2,0.0,1.0,13.0,,Graduate,Private non-profit,Mid East,City: Small,City
Bloomfield College,259700,2,855.0,0.6978,0.8288,0.59696068714899,1785.0,8029.0,0.595890411,15970,62332.64,1,4,2,0.0,0.0,21.0,18910.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Brookdale Community College,840400,2,,0.2844,0.1426,,11552.0,8066.0,0.676716918,6000,82205.79,2,2,1,0.0,0.0,41.0,6912.0,Associates,Public,Mid East,Rural: Fringe,Rural
Rowan College at Burlington County,773000,2,,0.3154,0.1268,,6122.0,5367.0,0.724358974,5000,75967.2,2,2,1,0.0,0.0,41.0,7396.0,Associates,Public,Mid East,Rural: Fringe,Rural
Caldwell University,259800,2,969.0,0.3213,0.515,0.6353992183137901,1844.0,8217.0,0.710638298,19250,80563.66,1,4,2,0.0,0.0,21.0,11434.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Camden County College,686500,2,,0.4113,0.1597,,12131.0,7605.0,0.673469388,5500,63104.79,2,2,1,0.0,0.0,21.0,8277.0,Associates,Public,Mid East,Suburb: Large,Suburb
Centenary University,259900,2,929.0,0.334,0.6406,0.8676222596964499,1202.0,7098.0,0.823529412,20500,87083.61,1,4,2,0.0,0.0,21.0,19498.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Adult and Continuing Education-BCTS,2312000,2,,0.5207,0.405,,77.0,,PrivacySuppressed,3500,73440.15,3,1,1,0.0,0.0,21.0,15314.0,Certificate,Public,Mid East,Suburb: Large,Suburb
Branford Hall Career Institute-Parsippany,1085100,2,,0.5455,0.4261,,1757.0,,0.451388889,7501.5,71300.29,3,1,3,0.0,0.0,21.0,21625.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Lincoln Technical Institute-Iselin,1246100,2,,0.6636,0.7797,,928.0,,0.317821782,9255,55331.4,3,1,3,0.0,0.0,21.0,23707.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
American Institute-Clifton,2106601,2,,0.7164,0.6373,,,,0.368088468,8749.5,,2,1,3,0.0,0.0,21.0,14460.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
County College of Morris,772900,2,,0.2397,0.1718,,7919.0,7753.0,0.836,5500,98890.71,2,2,1,0.0,0.0,21.0,7969.0,Associates,Public,Mid East,Suburb: Large,Suburb
Cumberland County College,260100,2,,0.5877,0.2417,,2735.0,6790.0,PrivacySuppressed,8779,55251.32,2,2,1,0.0,0.0,41.0,8588.0,Associates,Public,Mid East,Rural: Fringe,Rural
Divers Academy International,2154000,2,,0.2419,0.4837,,66.0,,0.692307692,5288,64129.28,3,1,3,0.0,0.0,21.0,36213.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Drew University,260300,2,,0.3013,0.5695,0.7031404958677601,1537.0,9111.0,0.890140845,23310.5,89519.38,1,4,2,0.0,0.0,21.0,25033.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Lincoln Technical Institute-South Plainfield,793808,2,,0.5932,0.6877,,87.0,,0.452723536,10314,72591.17,2,1,3,0.0,0.0,21.0,14030.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Essex County College,710700,2,,0.5685,0.0,,8868.0,7366.0,PrivacySuppressed,PrivacySuppressed,49319.42,2,2,1,0.0,0.0,11.0,9990.0,Associates,Public,Mid East,City: Large,City
Empire Beauty School-Union,945919,2,,0.6263,0.7121,,78.0,,0.401234568,9261,63468.34,3,1,3,0.0,0.0,21.0,14859.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Fairleigh Dickinson University-Metropolitan Campus,260700,2,1020.0,0.2781,0.3874,0.81348066298342,6560.0,8840.0,0.796812749,19000,80740.5,1,4,2,0.0,0.0,21.0,16902.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Felician University,261000,2,878.0,0.519,0.7026,0.78786159954622,1484.0,6428.0,0.754098361,20686,74826.3,1,4,2,0.0,0.0,21.0,15863.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Fairleigh Dickinson University-Florham Campus,260701,2,1020.0,0.3435,0.696,0.81348066298342,,8697.0,0.796812749,19000,80740.5,1,4,2,0.0,0.0,21.0,23393.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Hohokus School of Trade and Technical Sciences,849400,2,,0.6468,0.8507,,20.0,,0.388513514,PrivacySuppressed,64634.52,3,1,3,0.0,0.0,21.0,17084.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Georgian Court University,260800,2,945.0,0.3886,0.6391,0.72844175491679,1618.0,8165.0,0.710526316,18250,78770.86,1,4,2,0.0,0.0,13.0,16920.0,Graduate,Private non-profit,Mid East,City: Small,City
Rowan University,260900,2,1065.0,0.3006,0.5902,0.7108796484661,8051.0,9286.0,0.824074074,15750,76692.58,1,4,1,0.0,0.0,21.0,22383.0,Graduate,Public,Mid East,Suburb: Large,Suburb
Rowan College at Gloucester County,690100,2,,0.3383,0.1865,,4669.0,7018.0,0.694244604,5500,71527.13,2,2,1,0.0,0.0,21.0,7715.0,Associates,Public,Mid East,Suburb: Large,Suburb
Empire Beauty School-Cherry Hill,757309,2,,0.6287,0.6647,,39.0,,0.481617647,8652,57981.37,3,1,3,0.0,0.0,21.0,13830.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Harris School of Business-Cherry Hill Campus,2104000,2,,0.7709,0.6341,,102.0,,0.306216931,7917,58173.16,3,1,3,0.0,0.0,21.0,18610.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Eastwick College-Ramsey,2053700,2,,0.5237,0.6682,0.69158878504672,288.0,4180.0,0.511784512,13568,79460.63,1,2,3,0.0,0.0,21.0,24927.0,Associates,Private for-profit,Mid East,Suburb: Large,Suburb
Holy Name Medical Center School of Nursing,641700,2,,0.4626,0.7279,0.0,59.0,,PrivacySuppressed,13050,81607.75,2,1,2,0.0,0.0,21.0,37103.0,Certificate,Private non-profit,Mid East,Suburb: Large,Suburb
Hudson County Community College,1295400,2,,0.6442,0.1021,,4854.0,4923.0,0.658333333,4522,52446.96,2,2,1,0.0,0.0,12.0,7949.0,Associates,Public,Mid East,City: Midsize,City
New Jersey City University,261300,2,865.0,0.5706,0.5428,0.86733596271064,6398.0,10032.0,0.660220995,13000,58259.31,1,4,1,0.0,0.0,12.0,8887.0,Graduate,Public,Mid East,City: Midsize,City
Joe Kubert School of Cartoon and Graphic Art,2146800,2,,0.3232,0.6162,0.98611111111111,133.0,,PrivacySuppressed,19500,71331.06,2,1,3,0.0,0.0,21.0,28361.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Kean University,262200,2,928.0,0.4502,0.6312,0.74269889224572,9300.0,9109.0,0.68086102,18750,76062.13,1,4,1,0.0,0.0,21.0,18781.0,Graduate,Public,Mid East,Suburb: Large,Suburb
Harris School of Business-Voorhees Campus,2586900,2,,0.6806,0.5849,,173.0,,0.2495637,7746,63714.41,3,1,3,0.0,0.0,21.0,24515.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Lincoln Technical Institute-Union,793811,2,,0.6911,0.7471,,619.0,,0.452723536,10314,65207.54,3,1,3,0.0,0.0,21.0,15748.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Rizzieri Aveda School for Beauty and Wellness,1090300,2,,0.3734,0.5243,,106.0,,0.620967742,5500,76379.95,3,1,3,0.0,0.0,21.0,16320.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Mercer County Community College,474000,2,,0.3243,0.0975,,7751.0,7713.0,0.553191489,5000,68867.33,2,2,1,0.0,0.0,41.0,3715.0,Associates,Public,Mid East,Rural: Fringe,Rural
Middlesex County College,261500,2,,0.3854,0.1727,,10398.0,9658.0,0.743202417,5500,79900.78,2,2,1,0.0,0.0,21.0,7408.0,Associates,Public,Mid East,Suburb: Large,Suburb
Monmouth University,261600,2,1037.0,0.2663,0.6612,0.74190612404108,4194.0,8551.0,0.801369863,21500,87615.47,1,4,2,0.0,0.0,21.0,28093.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Montclair State University,261700,2,,0.3944,0.6105,0.70066722268557,10188.0,9585.0,0.785254346,18500,79914.29,1,4,1,0.0,0.0,21.0,22377.0,Graduate,Public,Mid East,Suburb: Large,Suburb
JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,642100,2,,0.3873,0.8405,0.22222222222222,273.0,,0.837696335,19100,81958.77,2,1,2,0.0,0.0,21.0,19488.0,Certificate,Private non-profit,Mid East,Suburb: Large,Suburb
Eastwick College-Nutley,2092300,2,,0.6324,0.7882,0.4356435643564301,354.0,3338.0,0.43705036,9500,57804.83,2,2,3,0.0,0.0,21.0,18923.0,Associates,Private for-profit,Mid East,Suburb: Large,Suburb
New Brunswick Theological Seminary,261900,2,,,,,0.0,6116.0,PrivacySuppressed,PrivacySuppressed,,1,4,2,0.0,0.0,13.0,,Graduate,Private non-profit,Mid East,City: Small,City
Robert Fiance Beauty Schools-West New York,2223700,2,,0.6105,0.4624,,220.0,,0.5,6512,52066.06,3,1,3,0.0,0.0,21.0,22883.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
New Jersey Institute of Technology,262100,2,1205.0,0.3799,0.4717,0.60760959470636,5637.0,11585.0,0.853099731,18500,75892.84,1,4,1,0.0,0.0,11.0,17486.0,Graduate,Public,Mid East,City: Large,City
Ocean County College,262400,2,,0.2994,0.1831,,7143.0,6611.0,0.664688427,6125,69829.89,2,2,1,0.0,0.0,21.0,9764.0,Associates,Public,Mid East,Suburb: Large,Suburb
P B Cosmetology Education Center,1062900,2,,0.4959,0.6393,,137.0,,0.542713568,7667,69450.11,3,1,3,0.0,0.0,21.0,17965.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Parisian Beauty School,759300,2,,0.3921,0.5272,,162.0,,0.7109375,7125,72219.12,3,1,3,0.0,0.0,21.0,15687.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Passaic County Community College,999400,2,,0.5999,0.0517,,4633.0,7471.0,0.655172414,4250,54020.46,2,2,1,0.0,0.0,21.0,8490.0,Associates,Public,Mid East,Suburb: Large,Suburb
Pennco Tech-Blackwood,2131600,2,,0.6877,0.7227,,289.0,,0.365321701,7864.5,65852.22,2,1,3,0.0,0.0,21.0,17211.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Princeton Theological Seminary,262600,2,,,,,,11845.0,PrivacySuppressed,PrivacySuppressed,73560.7,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Princeton University,262700,2,1490.0,0.1465,0.0451,0.07138145840967,4663.0,16675.0,PrivacySuppressed,7500,81428.25,1,4,2,0.0,0.0,21.0,8848.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Rabbinical College of America,860900,2,,0.4481,0.0,0.7368421052631501,259.0,3640.0,,PrivacySuppressed,64216.84,1,3,2,0.0,1.0,21.0,11834.0,Bachelors,Private non-profit,Mid East,Suburb: Large,Suburb
Ramapo College of New Jersey,934400,2,1090.0,0.2679,0.6076,0.53236701379116,4906.0,10934.0,0.849258649,18786,88597.61,1,4,1,0.0,0.0,21.0,22013.0,Graduate,Public,Mid East,Suburb: Large,Suburb
Robert Fiance Beauty Schools-Perth Amboy,1209000,2,,0.5714,0.4863,,146.0,,0.474358974,7071,67760.89,3,1,3,0.0,0.0,21.0,18883.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Rider University,262800,2,1014.0,0.2748,0.6493,0.6900822251548001,4178.0,11520.0,0.862068966,20000,85423.56,1,4,2,0.0,0.0,21.0,28298.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Roman Academy of Beauty Culture,2061800,2,,0.7333,0.4167,,101.0,,0.506329114,7167,80841.05,3,1,3,0.0,0.0,21.0,18887.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Rutgers University-Camden,262901,2,1187.0,0.4779,0.7373,0.59766255687655,3717.0,10745.0,0.809035165,19500,82669.68,1,4,1,0.0,0.0,13.0,14094.0,Graduate,Public,Mid East,City: Small,City
Rutgers University-New Brunswick,262900,2,1187.0,0.3095,0.5227,0.59766255687655,27938.0,11282.0,0.809035165,19500,82669.68,1,4,1,0.0,0.0,13.0,19924.0,Graduate,Public,Mid East,City: Small,City
Rutgers University-Newark,262902,2,1187.0,0.5304,0.579,0.59766255687655,5873.0,12872.0,0.809035165,19500,82669.68,1,4,1,0.0,0.0,11.0,13705.0,Graduate,Public,Mid East,City: Large,City
St Francis Medical Center-School of Radiologic Technology,642902,2,,0.2143,0.5714,,10.0,,PrivacySuppressed,,PrivacySuppressed,2,1,2,0.0,0.0,13.0,,Certificate,Private non-profit,Mid East,City: Small,City
Saint Francis Medical Center School of Nursing,642900,2,,0.0,0.0,,37.0,,PrivacySuppressed,,PrivacySuppressed,2,1,2,0.0,0.0,13.0,,Certificate,Private non-profit,Mid East,City: Small,City
Saint Peter's University,263800,2,918.0,0.5838,0.6085,0.6731448763250799,2687.0,8592.0,0.678646935,16650,63508.52,1,4,2,0.0,0.0,12.0,12958.0,Graduate,Private non-profit,Mid East,City: Midsize,City
Salem Community College,546100,2,,0.3863,0.17600000000000002,,1166.0,6140.0,0.425,7382,60539.33,2,2,1,0.0,0.0,41.0,5301.0,Associates,Public,Mid East,Rural: Fringe,Rural
Seton Hall University,263200,2,1145.0,0.2929,0.5659,0.76247519138077,5403.0,9364.0,0.869608827,19500,79591.86,1,4,2,0.0,0.0,21.0,27199.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Atlantic Beauty & Spa Academy LLC,2234600,2,,0.716,0.7449,,16.0,,0.372727273,7667,56330.51,3,1,3,0.0,0.0,22.0,17854.0,Certificate,Private for-profit,Mid East,Suburb: Midsize,Suburb
